100	0
700	1
1300	4
1900	8
2500	14
3100	23
3700	36
4300	46
4900	57
5500	76
6100	93
6700	110
7300	134
7900	152
8500	175
9100	224
9700	237
10300	279
10900	305
11500	359
12100	386
12700	423
13300	496
13900	487
14500	561
15100	610
15700	681
16300	713
16900	747
17500	842
18100	888
18700	859
19300	887
19900	963
20500	1001
21100	1081
21700	1248
22300	1384
22900	1391
23500	1385
24100	1553
24700	1616
25300	1630
25900	1665
26500	1796
27100	1786
27700	1857
28300	2122
28900	2061
29500	2177
